Case_Type,Cases,Difference,Date,Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count,People_Total_Tested_Count,People_Hospitalized_Cumulative_Count,Data_Source,Prep_Flow_Runtime
Confirmed,0,0,2/9/2020,Senegal,Senegal,N/A,,SN,SEN,,14.4974,-14.4524,16743930,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,314,28,4/16/2020,Poland,Poland,N/A,,PL,POL,,51.9194,19.1451,37846605,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,Montenegro,Montenegro,N/A,,ME,MNE,,42.708678,19.37439,628062,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,128,12,4/3/2020,"Mayotte, France",France,Mayotte,,YT,MYT,,-12.8275,45.166244,272813,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/17/2020,Ukraine,Ukraine,N/A,,UA,UKR,,48.3794,31.1656,43733759,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/13/2020,Congo (Brazzaville),Congo (Brazzaville),N/A,,CG,COG,,-4.2634,15.2832,5518092,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/28/2020,"French Polynesia, France",France,French Polynesia,,PF,PYF,,-17.6797,149.4068,280904,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/7/2020,Laos,Laos,N/A,,LA,LAO,,19.85627,102.495496,7275556,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/8/2020,"Alberta, Canada",Canada,Alberta,,CA,CAN,,53.9333,-116.5765,4413146,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,36,5,4/5/2020,Luxembourg,Luxembourg,N/A,,LU,LUX,,49.8153,6.1296,625976,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,-5,3/16/2020,Iceland,Iceland,N/A,,IS,ISL,,64.9631,-19.0208,341250,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/22/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/1/2020,Senegal,Senegal,N/A,,SN,SEN,,14.4974,-14.4524,16743930,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,"South Australia, Australia",Australia,South Australia,,AU,AUS,,-34.9285,138.6007,1756500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6588,596,4/19/2020,Singapore,Singapore,N/A,,SG,SGP,,1.2833,103.8333,5850343,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,92,15,3/4/2020,Iran,Iran,N/A,,IR,IRN,,32.427908,53.688046,83992953,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/28/2020,San Marino,San Marino,N/A,,SM,SMR,,43.9424,12.4578,33938,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/3/2020,"Xinjiang, China",China,Xinjiang,,CN,CHN,,41.1129,85.2401,24870000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/3/2020,"Queensland, Australia",Australia,Queensland,,AU,AUS,,-27.4698,153.0251,5115500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Nepal,Nepal,N/A,,NP,NPL,,28.1667,84.25,29136808,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,14749,78,4/19/2020,Austria,Austria,N/A,,AT,AUT,,47.5162,14.5501,9006400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1060,160,4/1/2020,Serbia,Serbia,N/A,,RS,SRB,,44.0165,21.0059,8737370,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/25/2020,Latvia,Latvia,N/A,,LV,LVA,,56.8796,24.6032,1886202,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/26/2020,"Nova Scotia, Canada",Canada,Nova Scotia,,CA,CAN,,44.682,-63.7443,977457,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/10/2020,Malta,Malta,N/A,,MT,MLT,,35.9375,14.3754,441539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/28/2020,"Manitoba, Canada",Canada,Manitoba,,CA,CAN,,53.7609,-98.8139,1377517,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/13/2020,"Faroe Islands, Denmark",Denmark,Faroe Islands,,FO,FRO,,61.8926,-6.9118,48865,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/7/2020,Namibia,Namibia,N/A,,NA,NAM,,-22.9576,18.4904,2540916,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/17/2020,Mauritius,Mauritius,N/A,,MU,MUS,,-20.348404,57.552152,1271767,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,3/22/2020,"Guizhou, China",China,Guizhou,,CN,CHN,,26.8154,106.8748,36000000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/7/2020,"Saint Barthelemy, France",France,Saint Barthelemy,,BL,BLM,,17.9,-62.8333,9885,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/11/2020,"Hong Kong, China",China,Hong Kong,,HK,HKG,,22.3,114.2,7496988,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,0,2/7/2020,India,India,N/A,,IN,IND,,20.593684,78.96288,1380004385,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,10,1,4/4/2020,Bolivia,Bolivia,N/A,,BO,BOL,,-16.2902,-63.5887,11673029,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1263,1,4/5/2020,"Zhejiang, China",China,Zhejiang,,CN,CHN,,29.1832,120.0934,57370000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/28/2020,Oman,Oman,N/A,,OM,OMN,,21.512583,55.923255,5106622,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/24/2020,Honduras,Honduras,N/A,,HN,HND,,15.2,-86.2419,9904608,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/7/2020,Montenegro,Montenegro,N/A,,ME,MNE,,42.708678,19.37439,628062,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1451,28,4/10/2020,"Alberta, Canada",Canada,Alberta,,CA,CAN,,53.9333,-116.5765,4413146,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/29/2020,Syria,Syria,N/A,,SY,SYR,,34.802075,38.996815,17500657,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/13/2020,Georgia,Georgia,N/A,,GE,GEO,,42.3154,43.3569,3989175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/14/2020,Sweden,Sweden,N/A,,SE,SWE,,60.128161,18.643501,10099270,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/24/2020,Rwanda,Rwanda,N/A,,RW,RWA,,-1.9403,29.8739,12952209,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,76,1,2/18/2020,"Xinjiang, China",China,Xinjiang,,CN,CHN,,41.1129,85.2401,24870000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1248,28,4/15/2020,Slovenia,Slovenia,N/A,,SI,SVN,,46.1512,14.9955,2078932,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,75,0,4/15/2020,"Ningxia, China",China,Ningxia,,CN,CHN,,37.2692,106.1655,6880000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,74,3,4/11/2020,Serbia,Serbia,N/A,,RS,SRB,,44.0165,21.0059,8737370,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,7,0,4/11/2020,Mauritania,Mauritania,N/A,,MR,MRT,,21.0079,-10.9408,4649660,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/18/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,17,8,3/31/2020,Russia,Russia,N/A,,RU,RUS,,61.52401,105.318756,145934460,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Greece,Greece,N/A,,GR,GRC,,39.0742,21.8243,10423056,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,81,0,2/5/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/14/2020,Serbia,Serbia,N/A,,RS,SRB,,44.0165,21.0059,8737370,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,7,1,2/25/2020,"Guangdong, China",China,Guangdong,,CN,CHN,,23.3417,113.4244,113460000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/13/2020,Kenya,Kenya,N/A,,KE,KEN,,-0.0236,37.9062,53771300,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/23/2020,South Africa,South Africa,N/A,,ZA,ZAF,,-30.5595,22.9375,59308690,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,23,0,4/18/2020,Antigua and Barbuda,Antigua and Barbuda,N/A,,AG,ATG,,17.0608,-61.7964,97928,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/30/2020,Somalia,Somalia,N/A,,SO,SOM,,5.152149,46.199616,15893219,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/18/2020,"Sichuan, China",China,Sichuan,,CN,CHN,,30.6171,102.7103,83410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/7/2020,Cambodia,Cambodia,N/A,,KH,KHM,,11.55,104.9167,16718971,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,36,0,3/9/2020,San Marino,San Marino,N/A,,SM,SMR,,43.9424,12.4578,33938,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,1,3/17/2020,Dominican Republic,Dominican Republic,N/A,,DO,DOM,,18.7357,-70.1627,10847904,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/31/2020,Uruguay,Uruguay,N/A,,UY,URY,,-32.5228,-55.7658,3473727,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/29/2020,Liechtenstein,Liechtenstein,N/A,,LI,LIE,,47.14,9.55,38137,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,93,0,3/20/2020,"Jilin, China",China,Jilin,,CN,CHN,,43.6661,126.1923,27040000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,97,0,4/20/2020,"Aruba, Netherlands",Netherlands,Aruba,,AW,ABW,,12.5211,-69.9683,106766,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/31/2020,Slovakia,Slovakia,N/A,,SK,SVK,,48.669,19.699,5459643,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/28/2020,Botswana,Botswana,N/A,,BW,BWA,,-22.3285,24.6849,2351625,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/20/2020,Nicaragua,Nicaragua,N/A,,NI,NIC,,12.865416,-85.207229,6624554,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,227,23,4/18/2020,Venezuela,Venezuela,N/A,,VE,VEN,,6.4238,-66.5897,28435943,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,18,3,4/11/2020,Afghanistan,Afghanistan,N/A,,AF,AFG,,33.93911,67.709953,38928341,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/9/2020,"Xinjiang, China",China,Xinjiang,,CN,CHN,,41.1129,85.2401,24870000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,26,4,3/6/2020,"New South Wales, Australia",Australia,New South Wales,,AU,AUS,,-33.8688,151.2093,8118000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/30/2020,"Yukon, Canada",Canada,Yukon,,CA,CAN,,64.2823,-135,41078,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,4/13/2020,Bahrain,Bahrain,N/A,,BH,BHR,,26.0275,50.55,1701583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,93,0,3/12/2020,"Jilin, China",China,Jilin,,CN,CHN,,43.6661,126.1923,27040000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/8/2020,"Ontario, Canada",Canada,Ontario,,CA,CAN,,51.2538,-85.3232,14711827,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6235,1298,3/26/2020,Belgium,Belgium,N/A,,BE,BEL,,50.8333,4.469936,11589616,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/28/2020,Pakistan,Pakistan,N/A,,PK,PAK,,30.3753,69.3451,220892331,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,15723,1026,4/3/2020,Netherlands,Netherlands,N/A,,NL,NLD,,52.1326,5.2913,17134873,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/28/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,25,2,4/18/2020,Congo (Kinshasa),Congo (Kinshasa),N/A,,CD,COD,,-4.322447,15.307045,89561404,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/20/2020,Saint Kitts and Nevis,Saint Kitts and Nevis,N/A,,KN,KNA,,17.357822,-62.782998,53192,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/17/2020,Monaco,Monaco,N/A,,MC,MCO,,43.7333,7.4167,39244,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/20/2020,Mauritius,Mauritius,N/A,,MU,MUS,,-20.348404,57.552152,1271767,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/2/2020,"Prince Edward Island, Canada",Canada,Prince Edward Island,,CA,CAN,,46.5107,-63.4168,158158,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Egypt,Egypt,N/A,,EG,EGY,,26.820553,30.802498,102334403,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/13/2020,Eswatini,Eswatini,N/A,,SZ,SWZ,,-26.5225,31.4659,1160164,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/30/2020,"Ningxia, China",China,Ningxia,,CN,CHN,,37.2692,106.1655,6880000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/17/2020,Libya,Libya,N/A,,LY,LBY,,26.3351,17.228331,6871287,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,16081,634,4/10/2020,Spain,Spain,N/A,,ES,ESP,,40.463667,-3.74922,46754783,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,247,36,2/1/2020,"Chongqing, China",China,Chongqing,,CN,CHN,,30.0572,107.874,31020000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/11/2020,"Greenland, Denmark",Denmark,Greenland,,GL,GRL,,71.7069,-42.6043,56772,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/6/2020,Iraq,Iraq,N/A,,IQ,IRQ,,33.223191,43.679291,40222503,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/8/2020,Bolivia,Bolivia,N/A,,BO,BOL,,-16.2902,-63.5887,11673029,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3153,0,3/23/2020,"Hubei, China",China,Hubei,,CN,CHN,,30.9756,112.2707,59170000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/11/2020,"Martinique, France",France,Martinique,,MQ,MTQ,,14.6415,-61.0242,375265,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/6/2020,Lithuania,Lithuania,N/A,,LT,LTU,,55.1694,23.8813,2722291,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,10,4,3/4/2020,Denmark,Denmark,N/A,,DK,DNK,,56.2639,9.5018,5792203,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,987,100,3/28/2020,India,India,N/A,,IN,IND,,20.593684,78.96288,1380004385,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/5/2020,Taiwan*,Taiwan*,N/A,,TW,TWN,,23.7,121,23816775,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,34,1,3/31/2020,Barbados,Barbados,N/A,,BB,BRB,,13.1939,-59.5432,287371,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/7/2020,Libya,Libya,N/A,,LY,LBY,,26.3351,17.228331,6871287,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,4,0,3/27/2020,Ghana,Ghana,N/A,,GH,GHA,,7.9465,-1.0232,31072945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/27/2020,Papua New Guinea,Papua New Guinea,N/A,,PG,PNG,,-6.314993,143.95555,8947027,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/31/2020,"South Australia, Australia",Australia,South Australia,,AU,AUS,,-34.9285,138.6007,1756500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/25/2020,Mauritania,Mauritania,N/A,,MR,MRT,,21.0079,-10.9408,4649660,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/10/2020,"Jilin, China",China,Jilin,,CN,CHN,,43.6661,126.1923,27040000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,1,3/20/2020,"Sint Maarten, Netherlands",Netherlands,Sint Maarten,,SX,SXM,,18.0425,-63.0548,42882,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,23,1,3/13/2020,Costa Rica,Costa Rica,N/A,,CR,CRI,,9.7489,-83.7534,5094114,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/8/2020,Zimbabwe,Zimbabwe,N/A,,ZW,ZWE,,-19.015438,29.154857,14862927,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/12/2020,Malta,Malta,N/A,,MT,MLT,,35.9375,14.3754,441539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/2/2020,Zimbabwe,Zimbabwe,N/A,,ZW,ZWE,,-19.015438,29.154857,14862927,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/13/2020,Andorra,Andorra,N/A,,AD,AND,,42.5063,1.5218,77265,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,4,0,4/1/2020,Bahrain,Bahrain,N/A,,BH,BHR,,26.0275,50.55,1701583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
